folio,text in tag,before,after
tc_p003r_preTEI,rousine,"['ne', 'soubstient', 'point', 'la', 'pluye', 'Mays', 'bien', 'celuy', 'dhuile', 'et']",[]
tc_p003v_preTEI,tourmentine fine,"['au', 'lieu', 'de']","['Et', 'tu', 'pourras', 'mectre', 'sur', 'deulx', 'lb', 'de', 'tourmentine', 'commune']"
tc_p003v_preTEI,tourmentine commune,"['tourmentine', 'fine', 'Et', 'tu', 'pourras', 'mectre', 'sur', 'deulx', 'lb', 'de']","['une', 'lb', 'de', 'tou', 'huile', 'de', 'tourmentine', 'fine', '&', 'faire']"
tc_p003v_preTEI,huile de,"['sur', 'deulx', 'lb', 'de', 'tourmentine', 'commune', 'une', 'lb', 'de', 'tou']","['tourmentine', 'fine', '&', 'faire', 'tout', 'comme', 'laultre', 'Cestuy', 'cy', 'ne']"
tc_p003v_preTEI,huilede,"['Ce', 'vaisseau', 'est', 'pour', 'faire', 'grande', 'quantite', 'd']","['tourmentine', 'scavoir', 'un', 'seau', 'en', 'heure', 'Et', 'nimporte', 'quelle', 'tourmentine']"
tc_p003v_preTEI,tourmentine ce soict ou fine ou grossiere,"['de', 'tourmentine', 'scavoir', 'un', 'seau', 'en', 'heure', 'Et', 'nimporte', 'quelle']","['Il', 'fault', 'donner', 'comme', 'tu', 'scais', 'petit', 'foeu', 'au', 'commencement']"
tc_p003v_preTEI,eau froide,"['tu', 'scais', 'petit', 'foeu', 'au', 'commencement', 'Et', 'tenir', 'toujours', 'l']","['au', 'refreschissouer', 'den', 'hault', 'La', 'lb', 'sen', 'vent', 'xii', 'sols']"
tc_p003v_preTEI,colophoine,"['vent', 'xii', 'sols', '&', 'au', 'fonds', 'du', 'vaisseau', 'demeure', 'la']","['aultrement', 'pix', 'græca', 'Dans', 'ce', 'vaisseau', 'se', 'fait', 'bien', 'aussi']"
tc_p003v_preTEI,eau,"['Ce', 'vaiss']","['est', 'pour', 'faire', 'grande', 'quantite', 'dhuile', 'de', 'tourmentine', 'scavoir', 'un']"
tc_p003v_preTEI,cuivre,"['ne', 'te', 'fault', 'poinct', 'de', 'fourneau', 'pour', 'ce', 'vaisseau', 'de']","['Ains', 'seulement', 'du', 'charbon', 'aultour', 'sil', 'a', 'le', 'cul', 'plat']"
tc_p003v_preTEI,charbon,"['de', 'fourneau', 'pour', 'ce', 'vaisseau', 'de', 'cuivre', 'Ains', 'seulement', 'du']","['aultour', 'sil', 'a', 'le', 'cul', 'plat', 'Mays', 'sil', 'est', 'rond']"
tc_p003v_preTEI,vernis,"['Il', 'est', 'mieulx', 'de', 'chaufer', 'un', 'peu', 'le']","['que', 'le', 'coucher', 'au', 'soleil', 'pourceque', 'cela', 'faict', 'enveler', 'le']"
tc_p003v_preTEI,cuivre,"['disent', 'quil', 'nest', 'bon', 'de', 'distiler', 'dans', 'ce', 'vaisseau', 'de']","['pourcequil', 'faict', 'vert', 'Touteffois', 'estame', 'il', 'est', 'bon']"
tc_p003v_preTEI,estame,"['distiler', 'dans', 'ce', 'vaisseau', 'de', 'cuivre', 'pourcequil', 'faict', 'vert', 'Touteffois']","['il', 'est', 'bon']"
tc_p003v_preTEI,vernis de tourmentine,['Le'],"['na', 'que', 'faire', 'de', 'cole', 'pourcequil', 'est', 'gras', '&', 'visqueulx']"
tc_p003v_preTEI,cole,"['Le', 'vernis', 'de', 'tourmentine', 'na', 'que', 'faire', 'de']","['pourcequil', 'est', 'gras', '&', 'visqueulx', '&', 'ne', 'semboit', 'pas', 'dans']"
tc_p003v_preTEI,bois,"['est', 'gras', '&', 'visqueulx', '&', 'ne', 'semboit', 'pas', 'dans', 'le']","['comme', 'celuy', 'daspic', '&', 'de', 'sandaraque', 'celuy', 'aussy', 'daspic', 'ne']"
tc_p003v_preTEI,aspic,"['&', 'ne', 'semboit', 'pas', 'dans', 'le', 'bois', 'comme', 'celuy', 'd']","['&', 'de', 'sandaraque', 'celuy', 'aussy', 'd', 'aspic', 'ne', 'veult', 'poinct']"
tc_p003v_preTEI,sandaraque,"['semboit', 'pas', 'dans', 'le', 'bois', 'comme', 'celuy', 'daspic', '&', 'de']","['celuy', 'aussy', 'daspic', 'ne', 'veult', 'poinct', 'de', 'cole', 'sur', 'le']"
tc_p003v_preTEI,aspic,"['comme', 'celuy', 'd', 'aspic', '&', 'de', 'sandaraque', 'celuy', 'aussy', 'd']","['ne', 'veult', 'poinct', 'de', 'cole', 'sur', 'le', 'fer', '&', 'semblables']"
tc_p003v_preTEI,cole,"['&', 'de', 'sandaraque', 'celuy', 'aussy', 'daspic', 'ne', 'veult', 'poinct', 'de']","['sur', 'le', 'fer', '&', 'semblables', 'choses', 'qui', 'ne', 'semboivent', 'poinct']"
tc_p003v_preTEI,fer,"['celuy', 'aussy', 'daspic', 'ne', 'veult', 'poinct', 'de', 'cole', 'sur', 'le']","['&', 'semblables', 'choses', 'qui', 'ne', 'semboivent', 'poinct', 'mays', 'sur', 'le']"
tc_p003v_preTEI,bois,"['&', 'semblables', 'choses', 'qui', 'ne', 'semboivent', 'poinct', 'mays', 'sur', 'le']","['&', 'sur', 'les', 'couleurs', 'qui', 'ont', 'nont', 'point', 'gomme', 'ou']"
tc_p003v_preTEI,gomme,"['le', 'bois', '&', 'sur', 'les', 'couleurs', 'qui', 'ont', 'nont', 'point']","['ou', 'colle', 'de', 'destrempe', 'Il', 'est', 'besoing', 'de', 'donner', 'une']"
tc_p003v_preTEI,colle,"['&', 'sur', 'les', 'couleurs', 'qui', 'ont', 'nont', 'point', 'gomme', 'ou']","['de', 'destrempe', 'Il', 'est', 'besoing', 'de', 'donner', 'une', 'couche', 'de']"
tc_p003v_preTEI,colle,"['destrempe', 'Il', 'est', 'besoing', 'de', 'donner', 'une', 'couche', 'de', 'ladicte']","['de', 'retailles', '&', 'laisser', 'seicher', '&', 'vernir']"
tc_p004r_preTEI,huile daspic,"['Il', 'fault', 'faire', 'chaufer', 'l']","['&', 'comme', 'il', 'commance', 'a', 'fremir', 'mects', 'dedans', 'la', 'gomme']"
tc_p004r_preTEI,gomme de sandaraque en pouldre,"['daspic', '&', 'comme', 'il', 'commance', 'a', 'fremir', 'mects', 'dedans', 'la']","['affin', 'quil', 'soict', 'bien', 'tost', 'fondu', 'Et', 'remue', 'tousjours', 'jusques']"
